id,timezone_offset,type,unit,timestamp,value
,-25200,,rmssd,2023-05-21 07:40:31+00:00,28.0
,-25200,,rmssd,2023-05-21 07:45:31+00:00,27.0
,-25200,,rmssd,2023-05-21 07:50:31+00:00,30.0
,-25200,,rmssd,2023-05-21 07:55:31+00:00,29.0
,-25200,,rmssd,2023-05-21 08:00:31+00:00,29.0
,-25200,,rmssd,2023-05-21 08:05:31+00:00,28.0
,-25200,,rmssd,2023-05-21 08:10:31+00:00,30.0
,-25200,,rmssd,2023-05-21 08:15:31+00:00,30.0
,-25200,,rmssd,2023-05-21 08:20:31+00:00,28.0
,-25200,,rmssd,2023-05-21 08:25:31+00:00,21.0
,-25200,,rmssd,2023-05-21 08:30:31+00:00,23.0
,-25200,,rmssd,2023-05-21 08:35:31+00:00,25.0
,-25200,,rmssd,2023-05-21 08:40:31+00:00,24.0
,-25200,,rmssd,2023-05-21 08:45:31+00:00,19.0
,-25200,,rmssd,2023-05-21 08:50:31+00:00,19.0
,-25200,,rmssd,2023-05-21 08:55:31+00:00,21.0
,-25200,,rmssd,2023-05-21 09:00:31+00:00,31.0
,-25200,,rmssd,2023-05-21 09:05:31+00:00,17.0
,-25200,,rmssd,2023-05-21 09:10:31+00:00,21.0
,-25200,,rmssd,2023-05-21 09:15:31+00:00,18.0
,-25200,,rmssd,2023-05-21 09:20:31+00:00,18.0
,-25200,,rmssd,2023-05-21 09:25:31+00:00,20.0
,-25200,,rmssd,2023-05-21 09:30:31+00:00,22.0
,-25200,,rmssd,2023-05-21 09:35:31+00:00,20.0
,-25200,,rmssd,2023-05-21 09:40:31+00:00,19.0
,-25200,,rmssd,2023-05-21 09:45:31+00:00,17.0
,-25200,,rmssd,2023-05-21 09:50:31+00:00,23.0
,-25200,,rmssd,2023-05-21 09:55:31+00:00,19.0
,-25200,,rmssd,2023-05-21 10:00:31+00:00,23.0
,-25200,,rmssd,2023-05-21 10:05:31+00:00,26.0
,-25200,,rmssd,2023-05-21 10:10:31+00:00,18.0
,-25200,,rmssd,2023-05-21 10:20:31+00:00,30.0
,-25200,,rmssd,2023-05-21 10:25:31+00:00,33.0
,-25200,,rmssd,2023-05-21 10:30:31+00:00,37.0
,-25200,,rmssd,2023-05-21 10:35:31+00:00,38.0
,-25200,,rmssd,2023-05-21 10:40:31+00:00,33.0
,-25200,,rmssd,2023-05-21 10:45:31+00:00,33.0
,-25200,,rmssd,2023-05-21 10:50:31+00:00,34.0
,-25200,,rmssd,2023-05-21 10:55:31+00:00,38.0
,-25200,,rmssd,2023-05-21 11:00:31+00:00,40.0
,-25200,,rmssd,2023-05-21 11:05:31+00:00,31.0
,-25200,,rmssd,2023-05-21 11:10:31+00:00,38.0
,-25200,,rmssd,2023-05-21 11:15:31+00:00,38.0
,-25200,,rmssd,2023-05-21 11:20:31+00:00,39.0
,-25200,,rmssd,2023-05-21 11:25:31+00:00,43.0
,-25200,,rmssd,2023-05-21 11:30:31+00:00,40.0
,-25200,,rmssd,2023-05-21 11:35:31+00:00,33.0
,-25200,,rmssd,2023-05-21 11:40:31+00:00,43.0
,-25200,,rmssd,2023-05-21 11:45:31+00:00,44.0
,-25200,,rmssd,2023-05-21 11:50:31+00:00,22.0
,-25200,,rmssd,2023-05-21 11:55:31+00:00,27.0
,-25200,,rmssd,2023-05-21 12:00:31+00:00,35.0
,-25200,,rmssd,2023-05-21 12:05:31+00:00,30.0
,-25200,,rmssd,2023-05-21 12:10:31+00:00,30.0
,-25200,,rmssd,2023-05-21 12:15:31+00:00,28.0
,-25200,,rmssd,2023-05-21 12:20:31+00:00,50.0
,-25200,,rmssd,2023-05-21 12:25:31+00:00,40.0
,-25200,,rmssd,2023-05-21 12:30:31+00:00,35.0
,-25200,,rmssd,2023-05-21 12:35:31+00:00,39.0
,-25200,,rmssd,2023-05-21 12:40:31+00:00,36.0
,-25200,,rmssd,2023-05-21 12:45:31+00:00,37.0
,-25200,,rmssd,2023-05-21 12:50:31+00:00,31.0
,-25200,,rmssd,2023-05-21 12:55:31+00:00,31.0
,-25200,,rmssd,2023-05-21 13:00:31+00:00,34.0
,-25200,,rmssd,2023-05-21 13:05:31+00:00,40.0
